PitchType,Batter,HomePlate_X,HomePlate_Y,Zone,hit_location,bb_type,balls,strikes,spray_angle,adjusted_spray_angle,x_loc,y_loc,launch_speed,launch_angle,play,swing,babip_value,woba_value,woba_denom
Curve,Right,0.59999999999999998,-0.29999999999999999,6,,,2,2,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1,2.1000000000000001,2,,,2,2,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.2,2.3999999999999999,11,,,2,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1,2.2999999999999998,14,,,1,1,,,,,,,0,0,,,
Curve,Right,0.20000000000000001,-0.29999999999999999,14,,,0,1,,,,,,,0,0,,,
Curve,Right,0.69999999999999996,-0.5,14,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-2,2.2000000000000002,7,2,,3,2,,,,,,,0,0,0,0,1
Slider,Right,-0.20000000000000001,1.3,14,,,2,2,,,,,,,0,0,,,
Slider,Right,-0.29999999999999999,1.2,14,,,1,2,,,,,,,0,0,,,
Curve,Right,0.40000000000000002,-0.29999999999999999,14,,,0,2,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.3,2.1000000000000001,2,,,0,2,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1,2.2000000000000002,4,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.90000000000000002,2.3999999999999999,7,,,0,0,,,,,,,0,0,,,
Changeup,Left,-1.7,1.6000000000000001,8,9,Line Drive,3,1,44.5,-44.5,210.59999999999999,215.09999999999999,101,12,1,1,1,1.25,1
Four-Seam Fastball,Left,-1.1000000000000001,2.1000000000000001,5,,,3,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.2,2.2999999999999998,14,,,2,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1,2.2000000000000002,11,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.2,1.8999999999999999,11,,,0,0,,,,,,,0,0,,,
Curve,Right,0.40000000000000002,-0.40000000000000002,8,6,Popup,1,1,-5.9000000000000004,-5.9000000000000004,-11.4,121.2,80,69,1,1,0,0,1
Curve,Right,0.29999999999999999,-0.29999999999999999,14,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.2,2.1000000000000001,5,,,0,0,,,,,,,0,1,,,
Curve,Left,0.5,-0.5,7,8,Line Drive,2,2,4.9000000000000004,-4.9000000000000004,24.100000000000001,272.19999999999999,96,8,1,1,1,0.90000000000000002,1
Curve,Left,0.20000000000000001,-0.20000000000000001,14,,,1,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.2,1.8,1,,,1,2,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.5,1.8999999999999999,6,,,1,2,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.1000000000000001,2.1000000000000001,11,,,0,2,,,,,,,0,0,,,
Changeup,Left,-1.8,1.5,4,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.2,2.2999999999999998,1,,,0,0,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.2,1.7,5,,,0,1,,,,,,,0,0,,,
Slider,Right,0.20000000000000001,0.69999999999999996,5,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.1000000000000001,1.7,2,2,,2,2,,,,,,,0,1,0,0,1
Slider,Right,0.29999999999999999,0.59999999999999998,12,,,1,2,,,,,,,0,0,,,
Curve,Right,0.59999999999999998,-0.80000000000000004,4,,,1,1,,,,,,,0,0,,,
Curve,Right,0.59999999999999998,-1,14,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.3,1.6000000000000001,3,,,0,0,,,,,,,0,0,,,
Curve,Left,0.69999999999999996,-0.90000000000000002,1,2,,1,2,,,,,,,0,0,0,0,1
Curve,Left,0.5,-0.59999999999999998,8,,,1,2,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1,2.1000000000000001,9,,,1,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.3,2,14,,,0,1,,,,,,,0,0,,,
Changeup,Left,-1.5,1.3,8,,,0,0,,,,,,,0,0,,,
Changeup,Right,-1.5,1,13,7,Fly Ball,1,1,-31.699999999999999,-31.699999999999999,-177.40000000000001,291,90,26,1,1,0,0,1
Changeup,Right,-1.6000000000000001,1.2,14,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.2,1.7,9,,,0,0,,,,,,,0,0,,,
Changeup,Right,-0.90000000000000002,0.69999999999999996,4,7,Line Drive,3,2,-20.399999999999999,-20.399999999999999,-91.299999999999997,250.19999999999999,83,20,1,1,0,0,1
Four-Seam Fastball,Right,-0.90000000000000002,1.8999999999999999,7,,,3,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.2,2,12,,,2,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.2,1.6000000000000001,12,,,1,1,,,,,,,0,0,,,
Changeup,Right,-1.7,1.3999999999999999,5,,,1,0,,,,,,,0,1,,,
Slider,Right,-0.20000000000000001,1.1000000000000001,14,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.3,1.8,6,10,Fly Ball,0,0,30.399999999999999,-30.399999999999999,211.09999999999999,359.10000000000002,102,35,1,1,0,2,1
Four-Seam Fastball,Right,-1.3,2.2000000000000002,14,,,3,2,,,,,,,0,0,0,0.69999999999999996,1
Four-Seam Fastball,Right,-1.1000000000000001,1.5,5,,,3,2,,,,,,,0,1,,,
Slider,Right,-0.20000000000000001,0.69999999999999996,9,,,3,2,,,,,,,0,1,,,
Curve,Right,0.69999999999999996,-0.29999999999999999,14,,,2,2,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.5,1.3,11,,,1,2,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.5,1.6000000000000001,6,,,1,2,,,,,,,0,1,,,
Slider,Right,0,0.69999999999999996,6,,,1,1,,,,,,,0,0,,,
Slider,Right,0.10000000000000001,0.69999999999999996,12,,,1,0,,,,,,,0,1,,,
Curve,Right,0.69999999999999996,-0.90000000000000002,14,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.3,1.8999999999999999,3,2,,2,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Right,-1.2,2.1000000000000001,12,,,1,2,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.5,1.8,5,,,1,1,,,,,,,0,1,,,
Curve,Right,0.59999999999999998,-0.40000000000000002,14,,,1,0,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.3,1.8,3,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.8,14,4,Ground Ball,3,1,32.799999999999997,-32.799999999999997,59.899999999999999,93,82,-21,1,1,0,0,1
Changeup,Left,-1.3999999999999999,1.1000000000000001,14,,,2,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.5,1.8999999999999999,3,,,2,0,,,,,,,0,1,,,
Changeup,Left,-1.8,0.59999999999999998,13,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.3,1.8,12,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.5,1.3,2,5,Ground Ball,1,2,-27.800000000000001,-27.800000000000001,-39.899999999999999,79.400000000000006,87,-17,1,1,0,0,1
Four-Seam Fastball,Right,-0.90000000000000002,1.8,3,,,1,2,,,,,,,0,1,,,
Slider,Right,-0.20000000000000001,0.80000000000000004,14,,,1,1,,,,,,,0,1,,,
Slider,Right,0.10000000000000001,0.59999999999999998,14,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.2,1.6000000000000001,8,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1,1.3,5,8,Ground Ball,0,0,-1.7,-1.7,-6.5999999999999996,266.89999999999998,107,8,1,1,1,0.90000000000000002,1
Changeup,Left,-1.3,0.80000000000000004,7,2,,2,2,,,,,,,0,0,0,0,1
Changeup,Left,-1.5,1,14,,,1,2,,,,,,,0,0,,,
Curve,Left,0.40000000000000002,-0.40000000000000002,14,,,0,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.2,1.6000000000000001,6,,,0,2,,,,,,,0,1,,,
Curve,Left,0.5,-0.90000000000000002,13,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.3,4,,,0,0,,,,,,,0,1,,,
Slider,Right,-0.10000000000000001,0.5,6,5,Ground Ball,3,2,-35.5,-35.5,-41.399999999999999,61.299999999999997,58,-52,1,1,0,0,1
Curve,Right,0.40000000000000002,-0.59999999999999998,14,,,2,2,,,,,,,0,0,,,
Slider,Right,0,0.59999999999999998,14,,,1,2,,,,,,,0,0,,,
Curve,Right,0.5,-0.29999999999999999,9,,,0,2,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.1000000000000001,1.3,13,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.90000000000000002,1.8999999999999999,6,,,0,0,,,,,,,0,0,,,
Curve,Right,0,-1,5,6,Ground Ball,0,1,-18.199999999999999,-18.199999999999999,-35.299999999999997,112.7,99,-11,1,1,0,0,1
Four-Seam Fastball,Right,-1.3999999999999999,1.8,3,,,0,0,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.3999999999999999,1.8999999999999999,12,6,Popup,0,2,-14.800000000000001,14.800000000000001,-45.899999999999999,179.19999999999999,67,42,1,1,0,0,1
Changeup,Left,-1.8999999999999999,1,14,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.7,1,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.3999999999999999,1.8,9,8,Line Drive,1,0,11.5,11.5,59.899999999999999,291,96,15,1,1,0,0,1
Four-Seam Fastball,Right,-1.1000000000000001,1.8999999999999999,14,,,0,0,,,,,,,0,0,,,
Changeup,Right,-1.2,1.3,12,,,3,2,,,,,,,0,0,0,0.69999999999999996,1
Curve,Right,0.5,-0.90000000000000002,5,,,3,2,,,,,,,0,1,,,
Curve,Right,0.40000000000000002,-0.59999999999999998,14,,,2,2,,,,,,,0,0,,,
Changeup,Left,-1.3999999999999999,1.3,8,,,0,0,,,,,,,0,0,,,
Slider,Right,-0.10000000000000001,0.69999999999999996,8,6,Ground Ball,1,2,-10.4,-10.4,-20.600000000000001,119.59999999999999,105,-5,1,1,0,0,1
Slider,Right,-0.20000000000000001,1,14,,,0,2,,,,,,,0,0,,,
Curve,Right,0.40000000000000002,-0.5,8,,,0,2,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1,1.8,4,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.5,1.8,5,,,0,0,,,,,,,0,1,,,
Changeup,Left,-1.8,1.3,14,,,1,0,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.3999999999999999,1.7,11,,,0,0,,,,,,,0,0,,,
Curve,Right,0.40000000000000002,-0.10000000000000001,14,5,Ground Ball,3,2,-29.199999999999999,-29.199999999999999,-42.100000000000001,79,78,-2,1,1,0,0,1
Slider,Right,0.10000000000000001,0.90000000000000002,14,,,2,2,,,,,,,0,0,,,
Slider,Right,-0.20000000000000001,1,14,,,1,2,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.1000000000000001,1.7,13,,,0,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.3999999999999999,1.3999999999999999,6,9,Fly Ball,1,2,23.600000000000001,-23.600000000000001,112.5,256.69999999999999,73,34,1,1,0,0,1
Four-Seam Fastball,Left,-0.90000000000000002,1.7,12,,,0,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1,1.6000000000000001,6,9,Line Drive,2,2,34,-34,140,207.90000000000001,88,19,1,1,1,0.90000000000000002,1
Four-Seam Fastball,Left,-1.2,1.6000000000000001,12,,,1,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1,1.3,11,,,0,2,,,,,,,0,0,,,
Curve,Left,0.59999999999999998,-0.20000000000000001,9,,,0,2,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.3,1.8,9,,,0,1,,,,,,,0,0,,,
Curve,Left,0.69999999999999996,-0.80000000000000004,8,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.2,1.6000000000000001,5,8,Fly Ball,1,1,11.300000000000001,-11.300000000000001,64.400000000000006,318.30000000000001,106,37,1,1,0,0,1
Four-Seam Fastball,Left,-1.2,1.5,7,,,1,0,,,,,,,0,1,,,
Changeup,Left,-1.3,0.80000000000000004,11,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.5,4,9,Line Drive,3,1,34.899999999999999,-34.899999999999999,165.69999999999999,238.19999999999999,108,15,1,1,0,0,1
Four-Seam Fastball,Left,-0.80000000000000004,1.5,3,,,2,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1,1.5,11,,,1,1,,,,,,,0,0,,,
Curve,Left,0.59999999999999998,-0.40000000000000002,5,,,1,0,,,,,,,0,0,,,
Curve,Left,0.5,-0.5,11,,,0,0,,,,,,,0,0,,,
Slider,Left,0,0.80000000000000004,4,3,Ground Ball,2,1,47,-47,81.099999999999994,76.400000000000006,81,-27,1,1,0,0,1
Curve,Left,0.69999999999999996,-0.90000000000000002,13,,,1,1,,,,,,,0,0,,,
Curve,Left,0.69999999999999996,-0.90000000000000002,13,,,0,1,,,,,,,0,0,,,
Changeup,Left,-1.5,1.1000000000000001,5,,,0,0,,,,,,,0,1,,,
Curve,Right,0.59999999999999998,-0.5,8,2,,2,2,,,,,,,0,1,0,0,1
Curve,Right,0.59999999999999998,-0.69999999999999996,4,,,2,2,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.2,2,5,,,2,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.5,1.6000000000000001,12,,,1,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.2,1.7,11,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.1000000000000001,1.7,2,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.1000000000000001,1.8999999999999999,6,2,,1,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Right,-1.3999999999999999,1.8,12,,,1,2,,,,,,,0,1,,,
Slider,Right,-0.40000000000000002,0.80000000000000004,14,,,0,2,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.2,1.8,6,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.3999999999999999,1.8999999999999999,1,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.2,1.8999999999999999,3,9,Fly Ball,0,1,36.100000000000001,-36.100000000000001,174.80000000000001,239.69999999999999,99,45,1,1,0,0,1
Four-Seam Fastball,Left,-1.3,1.7,3,,,0,0,,,,,,,0,0,,,
Curve,Right,0.90000000000000002,-0.40000000000000002,6,2,,3,2,,,,,,,0,0,0,0,1
Slider,Right,-0.10000000000000001,0.40000000000000002,14,,,2,2,,,,,,,0,0,,,
Curve,Right,0.5,-0.59999999999999998,14,,,1,2,,,,,,,0,0,,,
Slider,Right,-0.20000000000000001,1,9,,,1,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1,1.6000000000000001,11,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.5,1.3999999999999999,7,,,0,0,,,,,,,0,1,,,
Curve,Right,0.20000000000000001,-0.40000000000000002,14,4,Ground Ball,1,2,20.300000000000001,20.300000000000001,38.700000000000003,103.59999999999999,106,0,1,1,0,0,1
Changeup,Right,-1.6000000000000001,1.2,5,,,1,1,,,,,,,0,1,,,
Slider,Right,-0.29999999999999999,1,8,,,1,0,,,,,,,0,0,,,
Changeup,Right,-1.5,1.1000000000000001,13,,,0,0,,,,,,,0,0,,,
Slider,Left,-0.10000000000000001,1,6,9,Ground Ball,1,0,33.600000000000001,-33.600000000000001,146.09999999999999,220,95,-5,1,1,1,0.90000000000000002,1
Slider,Left,-0.10000000000000001,0.80000000000000004,11,,,0,0,,,,,,,0,0,,,
Slider,Left,-0.10000000000000001,0.40000000000000002,13,2,,0,0,,,,,,,0,0,0,0,0
Four-Seam Fastball,Left,-1.1000000000000001,1.8999999999999999,2,8,Line Drive,0,2,-5,5,-20.199999999999999,245.69999999999999,84,21,1,1,0,0,1
Curve,Left,0.10000000000000001,-0.59999999999999998,7,,,0,1,,,,,,,0,1,,,
Slider,Left,0.10000000000000001,0.69999999999999996,1,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1,1.6000000000000001,5,6,Popup,1,0,-10.6,10.6,-27.800000000000001,156.5,71,50,1,1,0,0,1
Four-Seam Fastball,Left,-1.1000000000000001,1.5,11,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.8,13,,,3,0,,,,,,,0,0,0,0.69999999999999996,1
Changeup,Left,-1.5,1.1000000000000001,11,,,2,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.2,1.8999999999999999,14,,,1,0,,,,,,,0,0,,,
Changeup,Left,-1.5,1.1000000000000001,11,,,0,0,,,,,,,0,0,,,
Slider,Right,0.20000000000000001,0.80000000000000004,9,4,Ground Ball,0,0,26.399999999999999,26.399999999999999,47.799999999999997,96.099999999999994,91,-5,1,1,0,0,1
Curve,Right,0.40000000000000002,-0.80000000000000004,7,7,Ground Ball,0,1,-43.100000000000001,-43.100000000000001,-222.80000000000001,241.19999999999999,98,-1,1,1,1,1.25,1
Slider,Right,-0.20000000000000001,0.80000000000000004,8,,,0,0,,,,,,,0,1,,,
Slider,Right,-0.29999999999999999,0.90000000000000002,7,2,,3,2,,,,,,,0,0,0,0,1
Slider,Right,-0.20000000000000001,1,14,,,2,2,,,,,,,0,0,,,
Slider,Right,-0.20000000000000001,1,14,,,2,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1,2.1000000000000001,14,,,1,1,,,,,,,0,0,,,
Slider,Right,-0.5,1,14,,,0,1,,,,,,,0,0,,,
Slider,Right,-0.20000000000000001,0.90000000000000002,8,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.3,1.5,7,6,Ground Ball,0,1,-14.4,-14.4,-27.800000000000001,114.2,76,-14,1,1,0,0,1
Four-Seam Fastball,Right,-1.2,1.6000000000000001,2,,,0,0,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.2,1.7,7,7,Line Drive,1,1,-15.5,-15.5,-70.099999999999994,257.80000000000001,80,22,1,1,1,0.90000000000000002,1
Four-Seam Fastball,Right,-1.3,1.6000000000000001,11,,,0,1,,,,,,,0,0,,,
Curve,Right,0.40000000000000002,-0.69999999999999996,5,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.2,1.6000000000000001,4,6,Line Drive,2,0,-11.300000000000001,11.300000000000001,-21.699999999999999,115.7,103,10,1,1,0,0,1
Slider,Left,0.20000000000000001,0.90000000000000002,14,,,1,0,,,,,,,0,0,,,
Curve,Left,0.40000000000000002,-0.80000000000000004,14,,,0,0,,,,,,,0,0,,,
Curve,Left,0.69999999999999996,-0.5,14,2,,3,2,,,,,,,0,1,0,0,1
Changeup,Left,-1.1000000000000001,1.1000000000000001,13,,,2,2,,,,,,,0,0,,,
Curve,Left,0.40000000000000002,-1,13,,,1,2,,,,,,,0,0,,,
Slider,Left,-0.5,0.69999999999999996,2,,,1,1,,,,,,,0,1,,,
Changeup,Left,-1.2,1.1000000000000001,11,,,1,0,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.3,13,,,0,0,,,,,,,0,0,,,
Curve,Left,0.10000000000000001,-0.40000000000000002,14,2,,0,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Left,-1.1000000000000001,1.7,3,,,0,1,,,,,,,0,1,,,
Curve,Left,0.40000000000000002,-0.5,8,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.2,1.7,1,4,Popup,2,0,29.300000000000001,-29.300000000000001,52.299999999999997,93,80,69,1,1,0,0,1
Curve,Left,0.59999999999999998,-1,13,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.7,3,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.1000000000000001,1.7,12,4,Ground Ball,0,2,27.199999999999999,27.199999999999999,46.299999999999997,90,79,-34,1,1,0,0,1
Four-Seam Fastball,Right,-1,1.8,2,,,0,1,,,,,,,0,1,,,
Curve,Right,0.80000000000000004,-0.10000000000000001,9,,,0,0,,,,,,,0,1,,,
Curve,Right,0.59999999999999998,-0.5,7,4,Popup,2,2,54.799999999999997,54.799999999999997,143.09999999999999,102.09999999999999,80,69,1,1,0,0,1
Slider,Right,-0.20000000000000001,1.2,14,,,1,2,,,,,,,0,0,,,
Curve,Right,0.40000000000000002,-0.29999999999999999,14,,,0,2,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.3999999999999999,1.8,1,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.2,1.7,1,5,Ground Ball,3,0,23.199999999999999,-23.199999999999999,69.400000000000006,161.5,98,-1,1,1,0,0,1
Changeup,Left,-1.5,1,11,,,2,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.7,11,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.6000000000000001,11,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.2,1.7,6,10,Fly Ball,0,0,26.600000000000001,26.600000000000001,191,381.10000000000002,103,36,1,1,0,2,1
Slider,Left,-0.5,0.90000000000000002,7,7,Fly Ball,2,2,-14.5,14.5,-67.5,266.89999999999998,93,36,1,1,0,0,1
Curve,Left,0.20000000000000001,-0.5,11,,,1,2,,,,,,,0,0,,,
Changeup,Left,-1.7,1.2,8,,,1,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.3,1.8,13,,,1,0,,,,,,,0,0,,,
Slider,Right,-0.20000000000000001,0.80000000000000004,8,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.2,1.8,13,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.3,2,1,Ground Ball,2,2,11,-11,11.1,53.600000000000001,89,1,1,1,1,0.90000000000000002,1
Four-Seam Fastball,Left,-1.2,1.5,11,,,1,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.90000000000000002,2,2,,,1,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.7,11,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.3999999999999999,1.8999999999999999,6,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.5,11,1,Ground Ball,0,1,-34.200000000000003,34.200000000000003,-11.699999999999999,20.600000000000001,,,1,1,1,0.90000000000000002,
Four-Seam Fastball,Left,-1.3,1.7,5,,,0,0,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.5,1.6000000000000001,6,2,,0,2,,,,,,,0,0,0,0,1
Changeup,Right,-1.7,1.5,1,,,0,2,,,,,,,0,1,,,
Slider,Right,0.20000000000000001,0.80000000000000004,14,,,0,2,,,,,,,0,1,,,
Changeup,Left,-1.5,1.2,7,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.6000000000000001,5,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.8,11,5,Ground Ball,0,0,-36.799999999999997,36.799999999999997,-54.799999999999997,76.5,84,-13,1,1,0,0,1
Four-Seam Fastball,Left,-1.2,1.3999999999999999,2,8,Fly Ball,1,1,1.8999999999999999,-1.8999999999999999,11.1,312.60000000000002,83,37,1,1,0,0,1
Four-Seam Fastball,Left,-1.5,2.1000000000000001,14,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.3999999999999999,1.7,7,,,0,0,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.3,11,7,Fly Ball,0,2,-45.399999999999999,45.399999999999999,-185,185.30000000000001,78,43,1,1,0,0,1
Four-Seam Fastball,Left,-0.80000000000000004,1.6000000000000001,12,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.3,1.7,2,,,0,0,,,,,,,0,0,,,
Curve,Left,0.5,-0.20000000000000001,8,8,Ground Ball,1,2,-2.8999999999999999,2.8999999999999999,-11.199999999999999,239.69999999999999,90,2,1,1,1,0.90000000000000002,1
Four-Seam Fastball,Left,-1,1.2,12,,,0,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.2,1.7,2,,,0,1,,,,,,,0,1,,,
Curve,Left,0.69999999999999996,-0.10000000000000001,6,,,0,0,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1,1.8999999999999999,3,5,Popup,2,1,-31.899999999999999,31.899999999999999,-9.5999999999999996,19,80,69,1,1,0,0,1
Four-Seam Fastball,Left,-0.69999999999999996,2.1000000000000001,4,,,2,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.69999999999999996,2,14,,,1,0,,,,,,,0,0,,,
Curve,Left,0.59999999999999998,-0.69999999999999996,8,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.3999999999999999,1.6000000000000001,14,4,Popup,1,2,5.2000000000000002,-5.2000000000000002,14.5,150.5,80,56,1,1,0,0,1
Curve,Left,0.90000000000000002,-0.59999999999999998,1,,,1,2,,,,,,,0,1,,,
Changeup,Left,-1.2,1.3999999999999999,7,,,1,1,,,,,,,0,1,,,
Changeup,Left,-1,1.2,7,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1,1.7,14,,,0,0,,,,,,,0,0,,,
Slider,Right,-0.10000000000000001,0.59999999999999998,6,9,Line Drive,1,2,30.600000000000001,30.600000000000001,102.2,173.09999999999999,78,13,1,1,1,0.90000000000000002,1
Slider,Right,0.10000000000000001,0.80000000000000004,14,,,0,2,,,,,,,0,0,,,
Curve,Right,0.69999999999999996,-0.40000000000000002,8,,,0,1,,,,,,,0,1,,,
Slider,Right,0,0.59999999999999998,14,,,0,0,,,,,,,0,1,,,
Curve,Left,0.69999999999999996,-0.40000000000000002,14,,,3,2,,,,,,,0,0,0,0.69999999999999996,1
Four-Seam Fastball,Left,-1.7,1.7,14,,,3,1,,,,,,,0,0,,,
Slider,Left,0,0.69999999999999996,11,,,2,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.3999999999999999,1.7,13,,,1,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.3,1.8999999999999999,14,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.2,1.5,11,,,0,0,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.3,1.7,6,9,Line Drive,2,1,34.200000000000003,-34.200000000000003,149.09999999999999,220,91,16,1,1,1,0.90000000000000002,1
Curve,Left,0.5,-0.40000000000000002,11,,,1,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.2,1.3999999999999999,11,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.3999999999999999,1.7,1,,,0,0,,,,,,,0,1,,,
Slider,Right,0.10000000000000001,1.1000000000000001,14,,,3,2,,,,,,,0,0,0,0.69999999999999996,1
Four-Seam Fastball,Right,-1.3,1.6000000000000001,1,,,3,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.5,1.8999999999999999,9,,,2,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.3,1.7,6,,,2,0,,,,,,,0,1,,,
Curve,Right,0.59999999999999998,-0.69999999999999996,11,,,1,0,,,,,,,0,0,,,
Curve,Right,0.5,-0.5,14,,,0,0,,,,,,,0,0,,,
